编号,片段名,文本,语言,中文,label,音频路径,answer
52642,电视剧2 EP13,,英语,我每天看什么去哪里轮不到你插手,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_44,640_00_14_47,920_chinesetts.wav","I'll decide where I go, not you."
52643,电视剧2 EP13,,马来语,行不的事情我管不着,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_48,200_00_14_49,760_chinesetts.wav",Saya tidak boleh mengawal apa yang boleh saya lakukan
52644,电视剧2 EP13,,英语,行不的事情我管不着,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_48,200_00_14_49,760_chinesetts.wav",I can't control what you do.
52645,电视剧2 EP13,,马来语,但如果是夫人的分内之事呢,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_50,440_00_14_52,800_chinesetts.wav","Namun, bagaimana jika ini tanggungjawab puan?"
52646,电视剧2 EP13,,英语,但如果是夫人的分内之事呢,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_50,440_00_14_52,800_chinesetts.wav",But what if it's part of the lady's duties?
52647,电视剧2 EP13,,马来语,后宅乱作一团,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_54,000_00_14_55,320_chinesetts.wav",Kediaman isteri kedua dah jadi huru-hara.
52648,电视剧2 EP13,,英语,后宅乱作一团,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_54,000_00_14_55,320_chinesetts.wav",The house is a mess.
52649,电视剧2 EP13,,马来语,你作为大格里夫人你该回去管管了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_55,720_00_14_59,520_chinesetts.wav","Awak sebagai Puan Dai, awak patut kembali dan uruskan."
52650,电视剧2 EP13,,英语,你作为大格里夫人你该回去管管了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_14_55,720_00_14_59,520_chinesetts.wav","As Mrs. Gre, you should go back and take care of it."
52651,电视剧2 EP13,,马来语,你是不是妄想和夫人平起平坐共侍一夫啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_10,040_00_15_15,480_chinesetts.wav",Adakah awak mahu bersaing dengan puan untuk suami?
52652,电视剧2 EP13,,英语,你是不是妄想和夫人平起平坐共侍一夫啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_10,040_00_15_15,480_chinesetts.wav",Do you want to be on equal footing with your wife?
52653,电视剧2 EP13,,马来语,我告诉你只要我还活着你就别想进沈家这门,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_16,640_00_15_22,600_chinesetts.wav","Saya memberitahu anda bahawa selagi saya masih hidup, anda tidak akan mahu memasuki pintu keluarga Shen"
52654,电视剧2 EP13,,英语,我告诉你只要我还活着你就别想进沈家这门,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_16,640_00_15_22,600_chinesetts.wav","I'm telling you, don't even think about it."
52655,电视剧2 EP13,,马来语,这可由不得你,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_22,720_00_15_24,040_chinesetts.wav",Ini bukan terpulang kepada anda
52656,电视剧2 EP13,,英语,这可由不得你,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_22,720_00_15_24,040_chinesetts.wav",It's not up to you.
52657,电视剧2 EP13,,马来语,你再说一次把账号给我,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_24,160_00_15_26,560_chinesetts.wav",Berikan saya akaun itu sekali lagi
52658,电视剧2 EP13,,英语,你再说一次把账号给我,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_24,160_00_15_26,560_chinesetts.wav",Give me the account again.
52659,电视剧2 EP13,,马来语,郎君把夫人接回来了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_33,360_00_15_35,800_chinesetts.wav",Tuan muda dah bawa isterinya balik.
52660,电视剧2 EP13,,英语,郎君把夫人接回来了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_33,360_00_15_35,800_chinesetts.wav",My lord has brought my lady back.
52661,电视剧2 EP13,,马来语,这古话说得好夫妻床头打架床尾和这才能白头偕老呢,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_35,800_00_15_42,520_chinesetts.wav","Betul cakap pepatah lama ini, pasangan yang bergaduh tetapi akhirnya berdamai,"
52662,电视剧2 EP13,,英语,这古话说得好夫妻床头打架床尾和这才能白头偕老呢,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_35,800_00_15_42,520_chinesetts.wav","As the saying goes, couples who fight at the head of the bed can grow old together."
52663,电视剧2 EP13,,马来语,沈管家我有点饿了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_42,920_00_15_45,160_chinesetts.wav","Pengurus Rumah Shen, saya agak lapar."
52664,电视剧2 EP13,,英语,沈管家我有点饿了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_42,920_00_15_45,160_chinesetts.wav",I'm a little hungry.
52665,电视剧2 EP13,,马来语,你要不去厨房看一下今天的菜,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_45,160_00_15_47,560_chinesetts.wav",Mengapa anda tidak pergi ke dapur dan melihat hidangan hari ini?
52666,电视剧2 EP13,,英语,你要不去厨房看一下今天的菜,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_45,160_00_15_47,560_chinesetts.wav",Why don't you go to the kitchen and check out today's dishes
52667,电视剧2 EP13,,马来语,云雀姑娘你别跟老管家吵了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_54,800_00_15_57,280_chinesetts.wav","Cik Yun Que, jangan bertengkar dengan pengurus rumah lagi."
52668,电视剧2 EP13,,英语,云雀姑娘你别跟老管家吵了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_54,800_00_15_57,280_chinesetts.wav","Lady Yun Que, stop arguing with the butler."
52669,电视剧2 EP13,,马来语,你不用担心,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_57,280_00_15_58,400_chinesetts.wav",Jangan risau.
52670,电视剧2 EP13,,英语,你不用担心,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_57,280_00_15_58,400_chinesetts.wav",Don't worry.
52671,电视剧2 EP13,,马来语,从我成婚第一天起就跟大格岭约好了日后和离,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_58,640_00_16_02,960_chinesetts.wav",Saya membuat temu janji dengan Dageling untuk berkahwin pada hari pertama saya berkahwin
52672,电视剧2 EP13,,英语,从我成婚第一天起就跟大格岭约好了日后和离,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_15_58,640_00_16_02,960_chinesetts.wav",I made a promise with Dageling on our first day of marriage.
52673,电视剧2 EP13,,马来语,这账本早晚是你管,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_05,760_00_16_08,080_chinesetts.wav",Anda akan menjaga buku lejar ini lambat laun
52674,电视剧2 EP13,,英语,这账本早晚是你管,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_05,760_00_16_08,080_chinesetts.wav",You'll be in charge of this sooner or later.
52675,电视剧2 EP13,,马来语,大哥领这么好的男人夫人还不珍惜,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_14,160_00_16_17,000_chinesetts.wav",Awak tak hargai suami awak walaupun dia seorang yang baik.
52676,电视剧2 EP13,,英语,大哥领这么好的男人夫人还不珍惜,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_14,160_00_16_17,000_chinesetts.wav","If you have such a good husband, why don't you cherish it?"
52677,电视剧2 EP13,,马来语,大阁领一表人才玉树临风,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_17,520_00_16_20,080_chinesetts.wav",Ketua Shen seorang yang berbakat dan sangat dihormati.
52678,电视剧2 EP13,,英语,大阁领一表人才玉树临风,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_17,520_00_16_20,080_chinesetts.wav","Chief Shen is a man of talent,"
52679,电视剧2 EP13,,马来语,谁若是看不到这一点谁才是真的有眼无珠呢,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_20,160_00_16_23,400_chinesetts.wav","Jika seseorang tidak dapat melihat ini, siapa yang benar-benar buta?"
52680,电视剧2 EP13,,英语,谁若是看不到这一点谁才是真的有眼无珠呢,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_20,160_00_16_23,400_chinesetts.wav","If you can't see that, you're truly blind."
52681,电视剧2 EP13,,马来语,多好的一个姑娘可惜眼睛不好使,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_26,800_00_16_30,320_chinesetts.wav","Alangkah baiknya seorang gadis, sayang sekali penglihatannya tidak baik"
52682,电视剧2 EP13,,英语,多好的一个姑娘可惜眼睛不好使,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_26,800_00_16_30,320_chinesetts.wav","What a good girl, but her eyes are bad."
52683,电视剧2 EP13,,马来语,难不成你觉得大姑娘很丑,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_32,200_00_16_35,120_chinesetts.wav",Jangan-jangan awak rasa anak sulung itu hodoh?
52684,电视剧2 EP13,,英语,难不成你觉得大姑娘很丑,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_32,200_00_16_35,120_chinesetts.wav",Do you think the eldest one is ugly?
52685,电视剧2 EP13,,马来语,云雀姑娘饭可以乱吃话可不能乱说,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_37,360_00_16_40,280_chinesetts.wav","Cik Yun Que, awak boleh makan apa sahaja yang awak mahu, tetapi jangan cakap apa-apa"
52686,电视剧2 EP13,,英语,云雀姑娘饭可以乱吃话可不能乱说,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_37,360_00_16_40,280_chinesetts.wav","Lady Yun Que, you can eat as much as you want, but you can't talk nonsense."
52687,电视剧2 EP13,,马来语,还是赶紧离开为好,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_42,360_00_16_43,760_chinesetts.wav",Lebih baik pergi cepat
52688,电视剧2 EP13,,英语,还是赶紧离开为好,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_42,360_00_16_43,760_chinesetts.wav",It's better to leave quickly.
52689,电视剧2 EP13,,马来语,那你自己走,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_45,480_00_16_46,440_chinesetts.wav",Kemudian pergi sendiri
52690,电视剧2 EP13,,英语,那你自己走,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_16_45,480_00_16_46,440_chinesetts.wav",Then you go by yourself
52691,电视剧2 EP13,,马来语,我不是你心里那个人,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_01,800_00_17_03,280_chinesetts.wav",Saya bukan orang itu dalam hati awak
52692,电视剧2 EP13,,英语,我不是你心里那个人,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_01,800_00_17_03,280_chinesetts.wav",I'm not the one you have in mind.
52693,电视剧2 EP13,,马来语,若是被外人知道徒增口舌,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_15,040_00_17_17,400_chinesetts.wav","Jika orang luar tahu, ini akan menyebabkan khabar angin tersebar."
52694,电视剧2 EP13,,英语,若是被外人知道徒增口舌,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_15,040_00_17_17,400_chinesetts.wav","If word were to get out, it would only"
52695,电视剧2 EP13,,马来语,等忙完案子我会回来的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_19,760_00_17_21,720_chinesetts.wav",Saya akan kembali selepas menyelesaikan kes itu
52696,电视剧2 EP13,,英语,等忙完案子我会回来的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_19,760_00_17_21,720_chinesetts.wav",I'll be back after the case is closed.
52697,电视剧2 EP13,,马来语,不会给你添麻烦,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_22,040_00_17_23,360_chinesetts.wav",Saya tidak akan menyusahkan awak
52698,电视剧2 EP13,,英语,不会给你添麻烦,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_17_22,040_00_17_23,360_chinesetts.wav",I won't give you any trouble.
52699,电视剧2 EP13,,马来语,太皇太后今日抽中中式试题,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_18_16,600_00_18_20,840_chinesetts.wav",Maharani Balu memilih soalan ujian Cina hari ini
52700,电视剧2 EP13,,英语,太皇太后今日抽中中式试题,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_18_16,600_00_18_20,840_chinesetts.wav",Her Royal Highness chose a Chinese test today.
52701,电视剧2 EP13,,马来语,五点防止拆卡,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_18_21,200_00_18_23,360_chinesetts.wav",Lima untuk mengelakkan pembongkaran kad
52702,电视剧2 EP13,,英语,五点防止拆卡,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_18_21,200_00_18_23,360_chinesetts.wav",5 points for not breaking the lock.
52703,电视剧2 EP13,,马来语,题为首宴观景色观相安甚情,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_18_24,160_00_18_30,160_chinesetts.wav","""Pesta pertama yang indah dan pemandangan yang indah, perasaan yang sangat baik."""
52704,电视剧2 EP13,,英语,题为首宴观景色观相安甚情,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_18_24,160_00_18_30,160_chinesetts.wav","Observing the Scenery, Enjoying the View, and Fostering Harmony."""
52705,电视剧2 EP13,,马来语,禀太皇太后臣等日军三日已定下恒温馆最终招募的名目,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_03,880_00_19_10,640_chinesetts.wav","Yang Amat Berbahagia, negara Jepun telah menetapkan"
52706,电视剧2 EP13,,英语,禀太皇太后臣等日军三日已定下恒温馆最终招募的名目,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_03,880_00_19_10,640_chinesetts.wav","Your Highness, the Japanese have set the final recruitment target for the Thermostat Pavilion."
52707,电视剧2 EP13,,马来语,请太皇太后审阅,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_10,760_00_19_12,720_chinesetts.wav","Sila semak, Yang Amat Berbahagia."
52708,电视剧2 EP13,,英语,请太皇太后审阅,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_10,760_00_19_12,720_chinesetts.wav",Please review it.
52709,电视剧2 EP13,,马来语,考卷已按评分名次摆好,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_13,320_00_19_15,760_chinesetts.wav",Kertas peperiksaan telah disusun mengikut kedudukan skor
52710,电视剧2 EP13,,英语,考卷已按评分名次摆好,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_13,320_00_19_15,760_chinesetts.wav",The papers are arranged by scores.
52711,电视剧2 EP13,,马来语,上面第一篇就是本次第一名陈波姐的文章,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_16,040_00_19_20,360_chinesetts.wav","Artikel pertama di atas ialah artikel Sister Chen Bo, nombor satu kali ini"
52712,电视剧2 EP13,,英语,上面第一篇就是本次第一名陈波姐的文章,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_16,040_00_19_20,360_chinesetts.wav","The first one is the article of the first place, Chen Bo."
52713,电视剧2 EP13,,马来语,这潘池就是最后一名,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_27,720_00_19_31,480_chinesetts.wav",Pan Chi ialah orang terakhir
52714,电视剧2 EP13,,英语,这潘池就是最后一名,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_27,720_00_19_31,480_chinesetts.wav",Pan Chi is the last one.
52715,电视剧2 EP13,,马来语,好你把这最后一名的给哀家读读,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_32,680_00_19_37,960_chinesetts.wav","Baik, bacakan puisi yang terakhir kepada beta."
52716,电视剧2 EP13,,英语,好你把这最后一名的给哀家读读,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_32,680_00_19_37,960_chinesetts.wav","Fine, read the last-placed one for me."
52717,电视剧2 EP13,,马来语,高耸直山脚矮苗双峰顶,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_41,000_00_19_45,240_chinesetts.wav",Gunung yang menjulang tinggi dan puncaknya yang rendah.
52718,电视剧2 EP13,,英语,高耸直山脚矮苗双峰顶,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_41,000_00_19_45,240_chinesetts.wav","Tall and straight, the mountain's peaks are like young trees."
52719,电视剧2 EP13,,马来语,以描金寸金遮松白尺条,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_45,640_00_19_49,600_chinesetts.wav","""gunakan emas untuk menutup kesalahan."""
52720,电视剧2 EP13,,英语,以描金寸金遮松白尺条,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_45,640_00_19_49,600_chinesetts.wav","""Cover the shortcomings with gold."""
52721,电视剧2 EP13,,马来语,哀家知道这最后一名的文采也是绯闻啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_49,720_00_19_54,560_chinesetts.wav",Beta tahu bahawa bakat sastera yang terakhir itu juga bermasalah.
52722,电视剧2 EP13,,英语,哀家知道这最后一名的文采也是绯闻啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_49,720_00_19_54,560_chinesetts.wav",I understand that the last-placed's literary talent is also a scandal.
52723,电视剧2 EP13,,马来语,这潘迟倒不是输在文采上而是有些偏题,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_55,200_00_20_00,560_chinesetts.wav","Pan Chi tak kalah dari segi bakat sastera, tapi ada sedikit penyelewengan."
52724,电视剧2 EP13,,英语,这潘迟倒不是输在文采上而是有些偏题,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_19_55,200_00_20_00,560_chinesetts.wav","Pan Chi's not lacking in literary talent,"
52725,电视剧2 EP13,,马来语,这些哀家都是有些听不懂啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_03,640_00_20_09,000_chinesetts.wav",Saya tak faham semua ini.
52726,电视剧2 EP13,,英语,这些哀家都是有些听不懂啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_03,640_00_20_09,000_chinesetts.wav",I don't quite understand these.
52727,电视剧2 EP13,,马来语,我你就给哀家解毒解毒,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_09,280_00_20_14,040_chinesetts.wav",saya akan bantu awak untuk menyahtoksifikasi badan.
52728,电视剧2 EP13,,英语,我你就给哀家解毒解毒,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_09,280_00_20_14,040_chinesetts.wav",I'll help you to detoxify.
52729,电视剧2 EP13,,马来语,此考生是以燕归山脚高大的松树喻指寒门才子以山顶低矮的小苗喻指世家子弟,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_22,760_00_20_34,400_chinesetts.wav","Calon ini menggunakan pokok pain yang tinggi di kaki Gunung Yan Gui sebagai metafora untuk merujuk kepada bakat yang berasal dari keluarga miskin, dan pokok renek yang rendah di puncak gunung sebagai metafora untuk merujuk kepada anak-anak keluarga kaya"
52730,电视剧2 EP13,,英语,此考生是以燕归山脚高大的松树喻指寒门才子以山顶低矮的小苗喻指世家子弟,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_22,760_00_20_34,400_chinesetts.wav",This candidate uses the tall pine trees at the foot of Yanzhi Mountain to represent the talented students from humble backgrounds and the short saplings on the top of the mountain to represent the children of the noble families
52731,电视剧2 EP13,,马来语,一上来地势就高进村之苗却能遮盖百尺之松,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_35,920_00_20_41,680_chinesetts.wav","Jika anda naik ke atas bukit, anda akan memasuki kampung yang tinggi, tetapi anda boleh menutup pain seratus kaki"
52732,电视剧2 EP13,,英语,一上来地势就高进村之苗却能遮盖百尺之松,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_35,920_00_20_41,680_chinesetts.wav","High ground brings good fortune, while low-lying pines can shade tall trees."
52733,电视剧2 EP13,,马来语,我看这雁归山的景描写的很妙啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_42,000_00_20_48,640_chinesetts.wav",Saya rasa pemandangan Gunung Yangui ini digambarkan dengan indah
52734,电视剧2 EP13,,英语,我看这雁归山的景描写的很妙啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_42,000_00_20_48,640_chinesetts.wav",I think the description of the scenery here is very wonderful.
52735,电视剧2 EP13,,马来语,仰天大笑去,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_50,920_00_20_52,920_chinesetts.wav","""Pergi dengan gembira,"""
52736,电视剧2 EP13,,英语,仰天大笑去,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_50,920_00_20_52,920_chinesetts.wav",I laugh loudly to the sky.
52737,电视剧2 EP13,,马来语,高步踏神州,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_53,320_00_20_55,360_chinesetts.wav","""Berjalan dengan yakin di negara Cang,"""
52738,电视剧2 EP13,,英语,高步踏神州,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_53,320_00_20_55,360_chinesetts.wav",and stride across the divine land.
52739,电视剧2 EP13,,马来语,贵者虽自贵勿视若尘埃,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_55,680_00_20_59,240_chinesetts.wav","Biarpun orang mulia memandang diri sendiri mulia,"
52740,电视剧2 EP13,,英语,贵者虽自贵勿视若尘埃,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_55,680_00_20_59,240_chinesetts.wav","""The noble may look down on the lowly, but the humble are not to be trifled with."""
52741,电视剧2 EP13,,马来语,剑主虽自贱谁言不谦君,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_59,920_00_21_03,920_chinesetts.wav","Biarpun tuan pedang merendahkan diri, siapa kata dia tak hormat tuan?"
52742,电视剧2 EP13,,英语,剑主虽自贱谁言不谦君,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_20_59,920_00_21_03,920_chinesetts.wav","Lord of the sword, you humble yourself, but who says you are not humble?"
52743,电视剧2 EP13,,马来语,潘池我不仅要烤还要撕下你们丑恶的面皮,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_09,960_00_21_14,280_chinesetts.wav","Saya bukan saja nak bakar kamu, saya nak tanggalkan muka kamu."
52744,电视剧2 EP13,,英语,潘池我不仅要烤还要撕下你们丑恶的面皮,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_09,960_00_21_14,280_chinesetts.wav","I will not only roast you, but also tear off your ugly face."
52745,电视剧2 EP13,,马来语,我看你这心思根本没在棋盘上,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_30,760_00_21_34,640_chinesetts.wav",Saya rasa fikiran awak tak tertumpu pada papan catur.
52746,电视剧2 EP13,,英语,我看你这心思根本没在棋盘上,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_30,760_00_21_34,640_chinesetts.wav",I see your mind is not on the chessboard at all
52747,电视剧2 EP13,,马来语,没在棋盘上你是不是想问哀家呀为何明明看出了红文馆选拔,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_38,320_00_21_49,120.wav","Adakah awak ingin tanya beta mengapa beta nampak Pilihan Akademi Hongwen pada awal lagi,"
52748,电视剧2 EP13,,英语,没在棋盘上你是不是想问哀家呀为何明明看出了红文馆选拔,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_38,320_00_21_49,120.wav",Are you asking me why I knew the Red Pavilion
52749,电视剧2 EP13,,马来语,臣原本确实想问,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_50,040_00_21_51,600_chinesetts.wav","Pada asalnya, patik ingin tanya"
52750,电视剧2 EP13,,英语,臣原本确实想问,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_50,040_00_21_51,600_chinesetts.wav","I did want to ask,"
52751,电视剧2 EP13,,马来语,但刚才已经想明白了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_52,280_00_21_54,080_chinesetts.wav",Tetapi saya memikirkannya tadi
52752,电视剧2 EP13,,英语,但刚才已经想明白了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_52,280_00_21_54,080_chinesetts.wav",But I've figured it out.
52753,电视剧2 EP13,,马来语,这个潘迟虽文采斐然但个性太冲动,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_54,680_00_21_59,080_chinesetts.wav","Biarpun Pan Chi berbakat, dia terlalu impulsif."
52754,电视剧2 EP13,,英语,这个潘迟虽文采斐然但个性太冲动,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_54,680_00_21_59,080_chinesetts.wav","Although Pan Chi is talented, he is too impulsive."
52755,电视剧2 EP13,,马来语,所以本就不适合围观入室,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_59,320_00_22_02,680_chinesetts.wav",Jadi ia tidak sesuai untuk berkumpul di rumah
52756,电视剧2 EP13,,英语,所以本就不适合围观入室,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_21_59,320_00_22_02,680_chinesetts.wav",so it's not suitable for a group of people.
52757,电视剧2 EP13,,马来语,这次考试本就是试水之举,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_22_04,640_00_22_08,800_chinesetts.wav",Peperiksaan ini adalah percubaan
52758,电视剧2 EP13,,英语,这次考试本就是试水之举,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_22_04,640_00_22_08,800_chinesetts.wav",This exam was just a test.
