编号,片段名,文本,语言,中文,label,音频路径,answer
54232,电视剧4 EP11,,英语,他们怎么看我们,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_03,459_00_24_04,779_chinesetts.wav",What do they think of us?
54233,电视剧4 EP11,,泰语,他们怎么看我们,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_03,459_00_24_04,779_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 他们怎么看我们
Thai: Apa yang mereka fikirkan tentang kita"
54234,电视剧4 EP11,,英语,那么多人喜欢我的话那为什么偏偏在你们讨厌我就变成了不堪入目呢,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_05,060_00_24_10,820_chinesetts.wav","If so many people like me, why do I become unsightly when you hate me?"
54235,电视剧4 EP11,,泰语,那么多人喜欢我的话那为什么偏偏在你们讨厌我就变成了不堪入目呢,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_05,060_00_24_10,820_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 那么多人喜欢我的话那为什么偏偏在你们讨厌我就变成了不堪入目呢
Thai: Jika begitu ramai orang menyukai saya, mengapa saya menjadi tidak sedap dipandang apabila anda membenci saya?"
54236,电视剧4 EP11,,英语,我桃源谷规矩严明自然容不下这些东西,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_19,820_00_24_22,660_chinesetts.wav",My Lemond Valley has strict rules and naturally cannot tolerate these things.
54237,电视剧4 EP11,,泰语,我桃源谷规矩严明自然容不下这些东西,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_19,820_00_24_22,660_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 我桃源谷规矩严明自然容不下这些东西
Thai: Lembah Taoyuan saya mempunyai peraturan yang ketat dan secara semula jadi tidak bertolak ansur dengan perkara-perkara ini"
54238,电视剧4 EP11,,英语,你若想平息今天的事态就必须要答应我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_23,019_00_24_26,259_chinesetts.wav","If you want to calm the situation today, you must agree to me"
54239,电视剧4 EP11,,泰语,你若想平息今天的事态就必须要答应我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_23,019_00_24_26,259_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你若想平息今天的事态就必须要答应我
Thai: Jika anda ingin menenangkan keadaan hari ini, anda mesti bersetuju dengan saya"
54240,电视剧4 EP11,,英语,从今往后绝对不能碰也不能写这些话本,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_26,580_00_24_30,219_chinesetts.wav",You must never touch or write these books of words from now on
54241,电视剧4 EP11,,泰语,从今往后绝对不能碰也不能写这些话本,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_26,580_00_24_30,219_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 从今往后绝对不能碰也不能写这些话本
Thai: Anda tidak boleh menyentuh atau menulis buku kata-kata ini mulai sekarang"
54242,电视剧4 EP11,,英语,你之前的荒唐之事也绝对不能再告诉任何人,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_30,539_00_24_34,060_chinesetts.wav",You must not tell anyone else about the absurd things you did before.
54243,电视剧4 EP11,,泰语,你之前的荒唐之事也绝对不能再告诉任何人,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_30,539_00_24_34,060_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你之前的荒唐之事也绝对不能再告诉任何人
Thai: Jangan sekali-kali beritahu sesiapa lagi perkara tidak masuk akal anda sebelum ini"
54244,电视剧4 EP11,,英语,你威胁我是吗,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_35,779_00_24_37,420_chinesetts.wav",Adakah anda mengugut saya?
54245,电视剧4 EP11,,泰语,你威胁我是吗,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_35,779_00_24_37,420_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你威胁我是吗
Thai: Adakah anda mengugut saya?"
54246,电视剧4 EP11,,英语,我没有威胁你我只是希望你能想清楚,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_37,499_00_24_40,620_chinesetts.wav","I didn't threaten you, I just hope you can think clearly"
54247,电视剧4 EP11,,泰语,我没有威胁你我只是希望你能想清楚,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_37,499_00_24_40,620_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 我没有威胁你我只是希望你能想清楚
Thai: Saya tidak mengugut awak, saya hanya berharap awak boleh berfikir dengan jelas"
54248,电视剧4 EP11,,英语,在这件事上我绝不退让,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_48,219_00_24_51,779_chinesetts.wav",I will never give way on this matter
54249,电视剧4 EP11,,泰语,在这件事上我绝不退让,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_48,219_00_24_51,779_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 在这件事上我绝不退让
Thai: Saya tidak akan pernah berputus asa dalam perkara ini"
54250,电视剧4 EP11,,英语,你居然这样说我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_56,699_00_24_58,420_chinesetts.wav",Tak sangka awak cakap begitu.
54251,电视剧4 EP11,,泰语,你居然这样说我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_56,699_00_24_58,420_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你居然这样说我
Thai: Awak sebenarnya cakap macam ni tentang saya"
54252,电视剧4 EP11,,英语,我说的是事实,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_58,820_00_25_00,060_chinesetts.wav",What I say is the truth
54253,电视剧4 EP11,,泰语,我说的是事实,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_24_58,820_00_25_00,060_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 我说的是事实
Thai: Apa yang saya katakan adalah kebenaran"
54254,电视剧4 EP11,,英语,你以为我想嫁到你们这个破桃源谷吗,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_00,219_00_25_03,140_chinesetts.wav",Do you think I want to marry your broken Lemontree Valley?
54255,电视剧4 EP11,,泰语,你以为我想嫁到你们这个破桃源谷吗,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_00,219_00_25_03,140_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你以为我想嫁到你们这个破桃源谷吗
Thai: Adakah anda fikir saya mahu berkahwin dengan Lembah Taoyuan yang rosak anda?"
54256,电视剧4 EP11,,英语,想爱你放弃太难不可能,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_04,180_00_25_06,820_chinesetts.wav",Terlalu sukar untuk melepaskan cinta anda
54257,电视剧4 EP11,,泰语,想爱你放弃太难不可能,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_04,180_00_25_06,820_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 想爱你放弃太难不可能
Thai: Terlalu sukar untuk berputus asa jika anda mahu mencintai anda"
54258,电视剧4 EP11,,英语,这马上都到了大婚之日了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_12,459_00_25_14,140_chinesetts.wav",It will be a wedding soon
54259,电视剧4 EP11,,泰语,这马上都到了大婚之日了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_12,459_00_25_14,140_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 这马上都到了大婚之日了
Thai: Ia akan berkahwin tidak lama lagi"
54260,电视剧4 EP11,,英语,你居然说什么不嫁了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_14,299_00_25_15,539_chinesetts.wav",What did you actually say you wouldn't marry?
54261,电视剧4 EP11,,泰语,你居然说什么不嫁了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_14,299_00_25_15,539_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你居然说什么不嫁了
Thai: Apa yang awak cakap awak takkan kahwin?"
54262,电视剧4 EP11,,英语,是他欺负我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_15,699_00_25_16,739_chinesetts.wav",He is the one who bullies me
54263,电视剧4 EP11,,泰语,是他欺负我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_15,699_00_25_16,739_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 是他欺负我
Thai: Dia buli saya"
54264,电视剧4 EP11,,英语,风儿你先说,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_24,180_00_25_25,499_chinesetts.wav","Feng'er, awak cakap dulu"
54265,电视剧4 EP11,,泰语,风儿你先说,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_24,180_00_25_25,499_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 风儿你先说
Thai: Feng'er, beritahu saya dahulu"
54266,电视剧4 EP11,,英语,父亲此事此事请恕风儿实在不便告知,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_27,820_00_25_33,620_chinesetts.wav","Father, this matter, please excuse me. It is really inconvenient to inform me."
54267,电视剧4 EP11,,泰语,父亲此事此事请恕风儿实在不便告知,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_27,820_00_25_33,620_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 父亲此事此事请恕风儿实在不便告知
Thai:Ayah, perkara ini, tolong maafkan saya. Ia benar-benar menyusahkan saya untuk memberitahu saya."
54268,电视剧4 EP11,,英语,你个混账,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_33,820_00_25_35,539_chinesetts.wav",You bastard
54269,电视剧4 EP11,,泰语,你个混账,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_33,820_00_25_35,539_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你个混账
Thai: Keparat"
54270,电视剧4 EP11,,英语,玉兄这是干嘛,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_36,340_00_25_37,900_chinesetts.wav","Abang Yu, apa yang awak buat?"
54271,电视剧4 EP11,,泰语,玉兄这是干嘛,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_36,340_00_25_37,900_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 玉兄这是干嘛
Thai:Abang Yu, apa yang awak buat?"
54272,电视剧4 EP11,,英语,库房刚刚被盗死伤众多,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_38,060_00_25_40,259_chinesetts.wav",The warehouse was just robbed and many people were killed and injured
54273,电视剧4 EP11,,泰语,库房刚刚被盗死伤众多,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_38,060_00_25_40,259_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 库房刚刚被盗死伤众多
Thai: Gudang baru sahaja dicuri dan banyak orang terbunuh"
54274,电视剧4 EP11,,英语,这明显是有人针对我们桃源国,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_40,699_00_25_42,699_chinesetts.wav",This is clearly someone targeting our country of Taoyuan
54275,电视剧4 EP11,,泰语,这明显是有人针对我们桃源国,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_40,699_00_25_42,699_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 这明显是有人针对我们桃源国
Thai: Ini jelas seseorang yang menyasarkan negara kita di Taoyuan"
54276,电视剧4 EP11,,英语,在这个节骨眼儿上你还闹小孩子脾气,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_43,340_00_25_46,100_chinesetts.wav","At this juncture, you still have the temper of a child"
54277,电视剧4 EP11,,泰语,在这个节骨眼儿上你还闹小孩子脾气,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_43,340_00_25_46,100_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 在这个节骨眼儿上你还闹小孩子脾气
Thai: Pada ketika ini, anda masih marah seperti kanak-kanak"
54278,电视剧4 EP11,,英语,是孩儿的错,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_48,180_00_25_49,380_chinesetts.wav",Ini salah anak
54279,电视剧4 EP11,,泰语,是孩儿的错,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_48,180_00_25_49,380_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 是孩儿的错
Thai:Ini salah kanak-kanak"
54280,电视剧4 EP11,,英语,请父亲放心婚礼一定会照常举行的,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_49,939_00_25_53,660_chinesetts.wav","Please, father, rest assured that the wedding will be held as usual."
54281,电视剧4 EP11,,泰语,请父亲放心婚礼一定会照常举行的,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_49,939_00_25_53,660_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 请父亲放心婚礼一定会照常举行的
Thai: Tolong yakin ayah, majlis perkahwinan akan diadakan seperti biasa"
54282,电视剧4 EP11,,英语,我也会向木丘姑娘道歉,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_53,900_00_25_55,459_chinesetts.wav",I will also apologize to Miss Muqiu
54283,电视剧4 EP11,,泰语,我也会向木丘姑娘道歉,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_53,900_00_25_55,459_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 我也会向木丘姑娘道歉
Thai: Saya juga akan meminta maaf kepada Cik Muqiu"
54284,电视剧4 EP11,,英语,但恳请两位长辈允许我们私下解决,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_56,100_00_25_59,219_chinesetts.wav",But I would like to ask the two elders to allow us to resolve it privately
54285,电视剧4 EP11,,泰语,但恳请两位长辈允许我们私下解决,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_25_56,100_00_25_59,219_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 但恳请两位长辈允许我们私下解决
Thai: Tetapi saya memohon kepada dua orang tua untuk membenarkan kami menyelesaikannya secara peribadi"
54286,电视剧4 EP11,,英语,医生啊听孩子的让他们自己好好解决,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_00,459_00_26_04,100_chinesetts.wav","Doctors, listen to children and let them solve it themselves"
54287,电视剧4 EP11,,泰语,医生啊听孩子的让他们自己好好解决,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_00,459_00_26_04,100_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 医生啊听孩子的让他们自己好好解决
Thai:Doktor, dengar cakap mereka,
biarkan mereka selesaikan sendiri."
54288,电视剧4 EP11,,英语,你给我记住千万别丢了我们朋友骨的脸面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_04,499_00_26_08,539_chinesetts.wav","Remember for us, don't lose the face of our friends."
54289,电视剧4 EP11,,泰语,你给我记住千万别丢了我们朋友骨的脸面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_04,499_00_26_08,539_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你给我记住千万别丢了我们朋友骨的脸面
Thai: Ingat untuk saya, jangan kehilangan muka tulang rawan kita"
54290,电视剧4 EP11,,英语,日出日出你等等我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_14,539_00_26_19,140_chinesetts.wav","Matahari terbit, matahari terbit, awak tunggu saya"
54291,电视剧4 EP11,,泰语,日出日出你等等我,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_14,539_00_26_19,140_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 日出日出你等等我
Thai: Matahari terbit, matahari terbit, tunggu saya"
54292,电视剧4 EP11,,英语,木桥姑娘此婚约关系重大,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_44,499_00_26_47,100_chinesetts.wav",Hubungan pertunangan Cik Muqiao sangat penting
54293,电视剧4 EP11,,泰语,木桥姑娘此婚约关系重大,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_44,499_00_26_47,100_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 木桥姑娘此婚约关系重大
Thai: Hubungan pertunangan Cik Muqiao sangat penting"
54294,电视剧4 EP11,,英语,就算你不想嫁这婚也非结不可了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_49,340_00_26_52,299_chinesetts.wav","Even if you don't want to get married, you have to get married"
54295,电视剧4 EP11,,泰语,就算你不想嫁这婚也非结不可了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_49,340_00_26_52,299_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 就算你不想嫁这婚也非结不可了
Thai: Walaupun anda tidak mahu berkahwin, anda perlu berkahwin"
54296,电视剧4 EP11,,英语,明明是你微笑我不觉得,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_52,620_00_26_54,459_chinesetts.wav",You smile and I don't feel it
54297,电视剧4 EP11,,泰语,明明是你微笑我不觉得,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_52,620_00_26_54,459_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 明明是你微笑我不觉得
Thai: Saya tidak fikir anda tersenyum walaupun anda tersenyum"
54298,电视剧4 EP11,,英语,我只是要你能够安分守己,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_55,620_00_26_57,380_chinesetts.wav",I just want you to be able to stay in your place
54299,电视剧4 EP11,,泰语,我只是要你能够安分守己,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_55,620_00_26_57,380_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 我只是要你能够安分守己
Thai: Saya hanya mahu awak boleh berada di tempat anda"
54300,电视剧4 EP11,,英语,不要再信那些乱七八糟的话本了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_58,060_00_26_59,939_chinesetts.wav",Stop believing those nonsense books
54301,电视剧4 EP11,,泰语,不要再信那些乱七八糟的话本了,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_26_58,060_00_26_59,939_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 不要再信那些乱七八糟的话本了
Thai: Berhenti mempercayai kata-kata karut itu"
54302,电视剧4 EP11,,英语,要你的命,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_03,900_00_27_04,939_chinesetts.wav",To your death
54303,电视剧4 EP11,,泰语,要你的命,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_03,900_00_27_04,939_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 要你的命
Thai: Awak akan mati."
54304,电视剧4 EP11,,英语,事已至此难道你要全天下的人禁止两家颜面全无你才满意,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_05,420_00_27_10,499_chinesetts.wav","If this is the case, will you be satisfied if you ban both families?"
54305,电视剧4 EP11,,泰语,事已至此难道你要全天下的人禁止两家颜面全无你才满意,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_05,420_00_27_10,499_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 事已至此难道你要全天下的人禁止两家颜面全无你才满意
Thai: Adakah anda hanya akan berpuas hati jika anda melarang semua orang di dunia?"
54306,电视剧4 EP11,,英语,只要你答应我顺利履行亲事,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_20,060_00_27_24,060_chinesetts.wav",As long as you promise me to successfully perform the marriage ceremony
54307,电视剧4 EP11,,泰语,只要你答应我顺利履行亲事,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_20,060_00_27_24,060_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 只要你答应我顺利履行亲事
Thai: Asalkan awak janji saya
dapat melaksanakan upacara perkahwinan"
54308,电视剧4 EP11,,英语,我答应你以后你想写什么话本哪怕做出任何出格的事情我都睁一只眼闭一只眼,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_24,340_00_27_31,779_chinesetts.wav",I promise you that I will turn a blind eye to any extraordinary things you want to write in the future
54309,电视剧4 EP11,,泰语,我答应你以后你想写什么话本哪怕做出任何出格的事情我都睁一只眼闭一只眼,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_24,340_00_27_31,779_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 我答应你以后你想写什么话本哪怕做出任何出格的事情我都睁一只眼闭一只眼
Thai: Saya berjanji kepada anda, tidak kira apa buku cerita yang anda mahu tulis pada masa hadapan atau apa-apa yang luar biasa yang anda lakukan, saya akan menutup mata"
54310,电视剧4 EP11,,英语,只要面上不会让人耻笑四下你想怎样我都随你,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_34,939_00_27_40,820_chinesetts.wav","As long as you don't make people laugh, I will do whatever you want"
54311,电视剧4 EP11,,泰语,只要面上不会让人耻笑四下你想怎样我都随你,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_34,939_00_27_40,820_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 只要面上不会让人耻笑四下你想怎样我都随你
Thai: Asalkan awak tak buat orang ketawa,
saya akan ikut awak."
54312,电视剧4 EP11,,英语,但只有一点玉家的颜面绝不可丢,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_41,459_00_27_46,539_chinesetts.wav",But we must not lose any face of the Jade family
54313,电视剧4 EP11,,泰语,但只有一点玉家的颜面绝不可丢,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_41,459_00_27_46,539_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 但只有一点玉家的颜面绝不可丢
Thai: Tetapi hanya sedikit muka keluarga Jade yang tidak boleh hilang"
54314,电视剧4 EP11,,英语,你等等在你心里头圆股的颜面是不是比什么都重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_47,100_00_27_55,219_chinesetts.wav","Adakah wajah awak yang bulat itu lebih penting
daripada segala-galanya?"
54315,电视剧4 EP11,,泰语,你等等在你心里头圆股的颜面是不是比什么都重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_27_47,100_00_27_55,219_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 你等等在你心里头圆股的颜面是不是比什么都重要
Thai: Adakah awak lebih pentingkan
kepentingan diri sendiri"
54316,电视剧4 EP11,,英语,说婚约关乎到陛下的颜面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_28_07,620_00_28_10,620_chinesetts.wav",He said that the engagement was about the majesty's face.
54317,电视剧4 EP11,,泰语,说婚约关乎到陛下的颜面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_28_07,620_00_28_10,620_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 说婚约关乎到陛下的颜面
Thai: Kata kontrak pertunangan
berkait dengan air muka tuanku."
54318,电视剧4 EP11,,英语,在我心中没什么比一家盐面更重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_28_11,100_00_28_15,100_chinesetts.wav","In my heart, nothing is more important than a family of salt faces"
54319,电视剧4 EP11,,泰语,在我心中没什么比一家盐面更重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_28_11,100_00_28_15,100_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 在我心中没什么比一家盐面更重要
Thai: Tiada apa yang lebih penting bagi saya daripada keluarga saya"
54320,电视剧4 EP11,,英语,在你的心里桃源谷的颜面是不是比什么都重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_40,699_00_30_44,860_chinesetts.wav",Adakah wajah Lembah Taoyuan lebih penting daripada segala-galanya dalam hati anda?
54321,电视剧4 EP11,,泰语,在你的心里桃源谷的颜面是不是比什么都重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_40,699_00_30_44,860_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 在你的心里桃源谷的颜面是不是比什么都重要
Thai: Adakah wajah Lembah Taoyuan lebih penting daripada segala-galanya dalam hati anda?"
54322,电视剧4 EP11,,英语,就包括母亲你和我结婚都是为了顾及她用过的体面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_45,060_00_30_48,380_chinesetts.wav","Including your mother, we married to take care of the decency she used"
54323,电视剧4 EP11,,泰语,就包括母亲你和我结婚都是为了顾及她用过的体面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_45,060_00_30_48,380_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 就包括母亲你和我结婚都是为了顾及她用过的体面
Thai: Termasuk ibu, awak dan saya berkahwin untuk menjaga maruah yang dia gunakan"
54324,电视剧4 EP11,,英语,这欢乐关乎到一家的脸面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_49,539_00_30_52,580_chinesetts.wav",Kegembiraan ini berkaitan dengan wajah keluarga
54325,电视剧4 EP11,,泰语,这欢乐关乎到一家的脸面,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_49,539_00_30_52,580_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 这欢乐关乎到一家的脸面
Thai:Kebahagiaan ini berkaitan dengan wajah keluarga"
54326,电视剧4 EP11,,英语,在我心中没什么比家里面更重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_52,860_00_30_56,219_chinesetts.wav",Nothing is more important in my heart than being at home
54327,电视剧4 EP11,,泰语,在我心中没什么比家里面更重要,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_30_52,860_00_30_56,219_chinesetts.wav","Translate this from Chinese to Thai:
Chinese: 在我心中没什么比家里面更重要
Thai: Tiada apa yang lebih penting bagi saya daripada keluarga saya"
54328,电视剧4 EP11,,英语,少公主你马上召集桃源镇附近的九重幽宫弟子,测试集a,"/alg_2025_audios_final/电视剧4 EP11/电视剧4 EP11_00_31_40,499_00_31_44,860_chinesetts.wav","Princess, you immediately summon the disciples of the Jiuzhong Yougong near the Town of Taoyuan"
